sentence_id,level_id,word_id,word,sentence,label,label_sign,split,prompt,normal_pos,normal_neg,random_pos,random_neg,linear_pos,linear_neg,pca_pos,pca_neg,best_method,best_score
sentence.3,level.9,3,outstanding,The result was outstanding,positive,1,TEST,Sentence: The result was outstanding. Sentiment (positive/negative):,0.6493632197380066,0.350636750459671,0.6493632197380066,0.350636750459671,0.6493632197380066,0.350636750459671,0.6493632197380066,0.350636750459671,linear,0.6493632197380066
sentence.3,level.10,1,exceptional,The result was exceptional,positive,1,TEST,Sentence: The result was exceptional. Sentiment (positive/negative):,0.7101448178291321,0.28985515236854553,0.7101448178291321,0.28985515236854553,0.7101448178291321,0.28985515236854553,0.7101448178291321,0.28985515236854553,linear,0.7101448178291321
sentence.3,level.10,2,remarkable,The result was remarkable,positive,1,TEST,Sentence: The result was remarkable. Sentiment (positive/negative):,0.6970292329788208,0.3029707968235016,0.6970292329788208,0.3029707968235016,0.6970292329788208,0.3029707968235016,0.6970292329788208,0.3029707968235016,linear,0.6970292329788208
sentence.3,level.10,3,superb,The result was superb,positive,1,TEST,Sentence: The result was superb. Sentiment (positive/negative):,0.7523425221443176,0.24765747785568237,0.7523425221443176,0.24765747785568237,0.7523425221443176,0.24765747785568237,0.7523425221443176,0.24765747785568237,linear,0.7523425221443176
sentence.7,level.1,1,abysmal,The response was abysmal,negative,-1,TEST,Sentence: The response was abysmal. Sentiment (positive/negative):,0.4090142250061035,0.5909857749938965,0.4090142250061035,0.5909857749938965,0.4090142250061035,0.5909857749938965,0.4090142250061035,0.5909857749938965,linear,0.5909857749938965
sentence.7,level.1,2,atrocious,The response was atrocious,negative,-1,TEST,Sentence: The response was atrocious. Sentiment (positive/negative):,0.3747388422489166,0.625261127948761,0.3747388422489166,0.625261127948761,0.3747388422489166,0.625261127948761,0.3747388422489166,0.625261127948761,linear,0.625261127948761
sentence.7,level.1,3,awful,The response was awful,negative,-1,TEST,Sentence: The response was awful. Sentiment (positive/negative):,0.4234096109867096,0.5765904188156128,0.4234096109867096,0.5765904188156128,0.4234096109867096,0.5765904188156128,0.4234096109867096,0.5765904188156128,linear,0.5765904188156128
sentence.7,level.2,1,terrible,The response was terrible,negative,-1,TEST,Sentence: The response was terrible. Sentiment (positive/negative):,0.4024728238582611,0.5975271463394165,0.4024728238582611,0.5975271463394165,0.4024728238582611,0.5975271463394165,0.4024728238582611,0.5975271463394165,linear,0.5975271463394165
sentence.7,level.2,2,horrible,The response was horrible,negative,-1,TEST,Sentence: The response was horrible. Sentiment (positive/negative):,0.38180288672447205,0.6181972026824951,0.38180288672447205,0.6181972026824951,0.38180288672447205,0.6181972026824951,0.38180288672447205,0.6181972026824951,linear,0.6181972026824951
sentence.7,level.2,3,dreadful,The response was dreadful,negative,-1,TEST,Sentence: The response was dreadful. Sentiment (positive/negative):,0.4044376015663147,0.5955623984336853,0.4044376015663147,0.5955623984336853,0.4044376015663147,0.5955623984336853,0.4044376015663147,0.5955623984336853,linear,0.5955623984336853
sentence.7,level.3,1,bad,The response was bad,negative,-1,TEST,Sentence: The response was bad. Sentiment (positive/negative):,0.429113507270813,0.5708865523338318,0.429113507270813,0.5708865523338318,0.429113507270813,0.5708865523338318,0.429113507270813,0.5708865523338318,linear,0.5708865523338318
sentence.7,level.3,2,poor,The response was poor,negative,-1,TEST,Sentence: The response was poor. Sentiment (positive/negative):,0.48548534512519836,0.514514684677124,0.48548534512519836,0.514514684677124,0.48548534512519836,0.514514684677124,0.48548534512519836,0.514514684677124,linear,0.514514684677124
sentence.7,level.3,3,weak,The response was weak,negative,-1,TEST,Sentence: The response was weak. Sentiment (positive/negative):,0.5192394852638245,0.4807605445384979,0.5192394852638245,0.4807605445384979,0.5192394852638245,0.4807605445384979,0.5192394852638245,0.4807605445384979,linear,0.4807605445384979
sentence.7,level.4,1,mediocre,The response was mediocre,negative,-1,TEST,Sentence: The response was mediocre. Sentiment (positive/negative):,0.5018119812011719,0.4981880486011505,0.5018119812011719,0.4981880486011505,0.5018119812011719,0.4981880486011505,0.5018119812011719,0.4981880486011505,linear,0.4981880486011505
sentence.7,level.4,2,uninspired,The response was uninspired,negative,-1,TEST,Sentence: The response was uninspired. Sentiment (positive/negative):,0.5483012795448303,0.4516987204551697,0.5483012795448303,0.4516987204551697,0.5483012795448303,0.4516987204551697,0.5483012795448303,0.4516987204551697,linear,0.4516987204551697
sentence.7,level.4,3,lackluster,The response was lackluster,negative,-1,TEST,Sentence: The response was lackluster. Sentiment (positive/negative):,0.47780922055244446,0.5221907496452332,0.47780922055244446,0.5221907496452332,0.47780922055244446,0.5221907496452332,0.47780922055244446,0.5221907496452332,linear,0.5221907496452332
sentence.7,level.7,1,good,The response was good,positive,1,TEST,Sentence: The response was good. Sentiment (positive/negative):,0.7789463400840759,0.22105364501476288,0.7789463400840759,0.22105364501476288,0.7789463400840759,0.22105364501476288,0.7789463400840759,0.22105364501476288,linear,0.7789463400840759
sentence.7,level.7,2,enjoyable,The response was enjoyable,positive,1,TEST,Sentence: The response was enjoyable. Sentiment (positive/negative):,0.8509395718574524,0.14906045794487,0.8509395718574524,0.14906045794487,0.8509395718574524,0.14906045794487,0.8509395718574524,0.14906045794487,linear,0.8509395718574524
sentence.7,level.7,3,satisfying,The response was satisfying,positive,1,TEST,Sentence: The response was satisfying. Sentiment (positive/negative):,0.7924454212188721,0.20755456387996674,0.7924454212188721,0.20755456387996674,0.7924454212188721,0.20755456387996674,0.7924454212188721,0.20755456387996674,linear,0.7924454212188721
sentence.7,level.8,1,great,The response was great,positive,1,TEST,Sentence: The response was great. Sentiment (positive/negative):,0.8117459416389465,0.1882539987564087,0.8117459416389465,0.1882539987564087,0.8117459416389465,0.1882539987564087,0.8117459416389465,0.1882539987564087,linear,0.8117459416389465
sentence.7,level.8,2,impressive,The response was impressive,positive,1,TEST,Sentence: The response was impressive. Sentiment (positive/negative):,0.745574951171875,0.2544250190258026,0.745574951171875,0.2544250190258026,0.745574951171875,0.2544250190258026,0.745574951171875,0.2544250190258026,linear,0.745574951171875
sentence.7,level.8,3,strong,The response was strong,positive,1,TEST,Sentence: The response was strong. Sentiment (positive/negative):,0.6953735947608948,0.3046264052391052,0.6953735947608948,0.3046264052391052,0.6953735947608948,0.3046264052391052,0.6953735947608948,0.3046264052391052,linear,0.6953735947608948
sentence.7,level.9,1,excellent,The response was excellent,positive,1,TEST,Sentence: The response was excellent. Sentiment (positive/negative):,0.7825897932052612,0.21741020679473877,0.7825897932052612,0.21741020679473877,0.7825897932052612,0.21741020679473877,0.7825897932052612,0.21741020679473877,linear,0.7825897932052612
sentence.7,level.9,2,fantastic,The response was fantastic,positive,1,TEST,Sentence: The response was fantastic. Sentiment (positive/negative):,0.8325027823448181,0.1674972027540207,0.8325027823448181,0.1674972027540207,0.8325027823448181,0.1674972027540207,0.8325027823448181,0.1674972027540207,linear,0.8325027823448181
sentence.7,level.9,3,outstanding,The response was outstanding,positive,1,TEST,Sentence: The response was outstanding. Sentiment (positive/negative):,0.7248063683509827,0.27519363164901733,0.7248063683509827,0.27519363164901733,0.7248063683509827,0.27519363164901733,0.7248063683509827,0.27519363164901733,linear,0.7248063683509827
sentence.7,level.10,1,exceptional,The response was exceptional,positive,1,TEST,Sentence: The response was exceptional. Sentiment (positive/negative):,0.7577971816062927,0.24220283329486847,0.7577971816062927,0.24220283329486847,0.7577971816062927,0.24220283329486847,0.7577971816062927,0.24220283329486847,linear,0.7577971816062927
sentence.7,level.10,2,remarkable,The response was remarkable,positive,1,TEST,Sentence: The response was remarkable. Sentiment (positive/negative):,0.7068074345588684,0.293192595243454,0.7068074345588684,0.293192595243454,0.7068074345588684,0.293192595243454,0.7068074345588684,0.293192595243454,linear,0.7068074345588684
sentence.7,level.10,3,superb,The response was superb,positive,1,TEST,Sentence: The response was superb. Sentiment (positive/negative):,0.8025797009468079,0.19742026925086975,0.8025797009468079,0.19742026925086975,0.8025797009468079,0.19742026925086975,0.8025797009468079,0.19742026925086975,linear,0.8025797009468079
