,sentence_id,level_id,word_id,word,sentence,label,label_sign,split,prompt,normal_pos,normal_neg,random_pos,random_neg,linear_pos,linear_neg,pca_pos,pca_neg
58,sentence.3,level.4,2,uninspired,The result was uninspired,negative,-1,TEST,Sentence: The result was uninspired. Sentiment (positive/negative):,0.5574180483818054,0.4425818622112274,0.5662396550178528,0.43376031517982483,0.6127768158912659,0.38722312450408936,0.05203227326273918,0.9479677081108093
59,sentence.3,level.4,3,lackluster,The result was lackluster,negative,-1,TEST,Sentence: The result was lackluster. Sentiment (positive/negative):,0.48990386724472046,0.5100961327552795,0.46053528785705566,0.5394647121429443,0.565426230430603,0.43457379937171936,0.07521937787532806,0.9247806072235107
60,sentence.3,level.7,1,good,The result was good,positive,1,TEST,Sentence: The result was good. Sentiment (positive/negative):,0.7656152844429016,0.23438473045825958,0.7994570136070251,0.20054300129413605,0.7527857422828674,0.24721422791481018,0.5994283556938171,0.40057164430618286
61,sentence.3,level.7,2,enjoyable,The result was enjoyable,positive,1,TEST,Sentence: The result was enjoyable. Sentiment (positive/negative):,0.8162736892700195,0.18372631072998047,0.8410071134567261,0.15899284183979034,0.7905101180076599,0.20948991179466248,0.15810631215572357,0.84189373254776
62,sentence.3,level.7,3,satisfying,The result was satisfying,positive,1,TEST,Sentence: The result was satisfying. Sentiment (positive/negative):,0.8111588358879089,0.18884114921092987,0.8492771983146667,0.15072286128997803,0.7867022156715393,0.2132977992296219,0.8895116448402405,0.1104883998632431
63,sentence.3,level.8,1,great,The result was great,positive,1,TEST,Sentence: The result was great. Sentiment (positive/negative):,0.7449318766593933,0.2550681233406067,0.7776984572410583,0.22230154275894165,0.7259734869003296,0.27402642369270325,0.08443345874547958,0.9155665040016174
64,sentence.3,level.8,2,impressive,The result was impressive,positive,1,TEST,Sentence: The result was impressive. Sentiment (positive/negative):,0.7236819267272949,0.27631816267967224,0.726689338684082,0.2733106315135956,0.7245262861251831,0.2754737138748169,0.04368293657898903,0.956317126750946
65,sentence.3,level.8,3,strong,The result was strong,positive,1,TEST,Sentence: The result was strong. Sentiment (positive/negative):,0.676726758480072,0.32327327132225037,0.7031705975532532,0.2968294024467468,0.6914127469062805,0.30858728289604187,0.366647332906723,0.6333526968955994
66,sentence.3,level.9,1,excellent,The result was excellent,positive,1,TEST,Sentence: The result was excellent. Sentiment (positive/negative):,0.7589547038078308,0.2410452514886856,0.7806206941604614,0.21937932074069977,0.7387544512748718,0.2612454891204834,0.5575535893440247,0.44244638085365295
67,sentence.3,level.9,2,fantastic,The result was fantastic,positive,1,TEST,Sentence: The result was fantastic. Sentiment (positive/negative):,0.7729032039642334,0.22709685564041138,0.7805684208869934,0.2194315791130066,0.7542877197265625,0.2457122951745987,0.19574102759361267,0.8042590022087097
68,sentence.3,level.9,3,outstanding,The result was outstanding,positive,1,TEST,Sentence: The result was outstanding. Sentiment (positive/negative):,0.6493632197380066,0.350636750459671,0.6893905997276306,0.3106094300746918,0.6506685018539429,0.3493315875530243,0.7955898642539978,0.2044101357460022
69,sentence.3,level.10,1,exceptional,The result was exceptional,positive,1,TEST,Sentence: The result was exceptional. Sentiment (positive/negative):,0.7101448178291321,0.28985515236854553,0.7395488619804382,0.26045119762420654,0.7100349068641663,0.28996509313583374,0.3716549277305603,0.6283450126647949
70,sentence.3,level.10,2,remarkable,The result was remarkable,positive,1,TEST,Sentence: The result was remarkable. Sentiment (positive/negative):,0.6970292329788208,0.3029707968235016,0.7193835973739624,0.2806163728237152,0.7056456208229065,0.2943544089794159,0.4703156054019928,0.5296844244003296
71,sentence.3,level.10,3,superb,The result was superb,positive,1,TEST,Sentence: The result was superb. Sentiment (positive/negative):,0.7523425221443176,0.24765747785568237,0.7810932993888855,0.2189067155122757,0.738129734992981,0.2618703246116638,0.45117440819740295,0.5488255620002747
144,sentence.7,level.1,1,abysmal,The response was abysmal,negative,-1,TEST,Sentence: The response was abysmal. Sentiment (positive/negative):,0.4090142250061035,0.5909857749938965,0.40346765518188477,0.5965322852134705,0.4722308814525604,0.5277690887451172,0.08758822828531265,0.9124117493629456
145,sentence.7,level.1,2,atrocious,The response was atrocious,negative,-1,TEST,Sentence: The response was atrocious. Sentiment (positive/negative):,0.3747388422489166,0.625261127948761,0.40999940037727356,0.5900006294250488,0.44936245679855347,0.5506376028060913,0.03593999147415161,0.9640600085258484
146,sentence.7,level.1,3,awful,The response was awful,negative,-1,TEST,Sentence: The response was awful. Sentiment (positive/negative):,0.4234096109867096,0.5765904188156128,0.4849289059638977,0.5150711536407471,0.478376567363739,0.5216234922409058,0.04706253856420517,0.9529374241828918
147,sentence.7,level.2,1,terrible,The response was terrible,negative,-1,TEST,Sentence: The response was terrible. Sentiment (positive/negative):,0.4024728238582611,0.5975271463394165,0.46167659759521484,0.5383234620094299,0.4616841673851013,0.5383158326148987,0.06377378106117249,0.9362261891365051
148,sentence.7,level.2,2,horrible,The response was horrible,negative,-1,TEST,Sentence: The response was horrible. Sentiment (positive/negative):,0.38180288672447205,0.6181972026824951,0.4504009187221527,0.5495990514755249,0.4408641755580902,0.5591358542442322,0.3195890486240387,0.6804109215736389
149,sentence.7,level.2,3,dreadful,The response was dreadful,negative,-1,TEST,Sentence: The response was dreadful. Sentiment (positive/negative):,0.4044376015663147,0.5955623984336853,0.48167097568511963,0.5183290243148804,0.4564022123813629,0.5435978174209595,0.06623338162899017,0.9337666034698486
150,sentence.7,level.3,1,bad,The response was bad,negative,-1,TEST,Sentence: The response was bad. Sentiment (positive/negative):,0.429113507270813,0.5708865523338318,0.4243485927581787,0.5756513476371765,0.4959164261817932,0.504083514213562,0.013045418076217175,0.9869546294212341
151,sentence.7,level.3,2,poor,The response was poor,negative,-1,TEST,Sentence: The response was poor. Sentiment (positive/negative):,0.48548534512519836,0.514514684677124,0.4700257480144501,0.5299742221832275,0.5416892170906067,0.4583108425140381,0.004860548302531242,0.995139479637146
152,sentence.7,level.3,3,weak,The response was weak,negative,-1,TEST,Sentence: The response was weak. Sentiment (positive/negative):,0.5192394852638245,0.4807605445384979,0.5186528563499451,0.4813471734523773,0.5612899661064148,0.4387100636959076,0.013822845183312893,0.9861771464347839
153,sentence.7,level.4,1,mediocre,The response was mediocre,negative,-1,TEST,Sentence: The response was mediocre. Sentiment (positive/negative):,0.5018119812011719,0.4981880486011505,0.5050809979438782,0.4949190020561218,0.5597262978553772,0.4402737319469452,0.03252966329455376,0.9674702882766724
154,sentence.7,level.4,2,uninspired,The response was uninspired,negative,-1,TEST,Sentence: The response was uninspired. Sentiment (positive/negative):,0.5483012795448303,0.4516987204551697,0.5591245293617249,0.44087544083595276,0.5948307514190674,0.40516918897628784,0.056734029203653336,0.9432660341262817
155,sentence.7,level.4,3,lackluster,The response was lackluster,negative,-1,TEST,Sentence: The response was lackluster. Sentiment (positive/negative):,0.47780922055244446,0.5221907496452332,0.46921244263648987,0.5307875871658325,0.5343201756477356,0.4656798243522644,0.2354082614183426,0.7645917534828186
156,sentence.7,level.7,1,good,The response was good,positive,1,TEST,Sentence: The response was good. Sentiment (positive/negative):,0.7789463400840759,0.22105364501476288,0.8022023439407349,0.1977977156639099,0.7586390972137451,0.2413608282804489,0.4159697890281677,0.584030270576477
157,sentence.7,level.7,2,enjoyable,The response was enjoyable,positive,1,TEST,Sentence: The response was enjoyable. Sentiment (positive/negative):,0.8509395718574524,0.14906045794487,0.8630132675170898,0.13698677718639374,0.8150416016578674,0.1849583387374878,0.5577587485313416,0.44224128127098083
158,sentence.7,level.7,3,satisfying,The response was satisfying,positive,1,TEST,Sentence: The response was satisfying. Sentiment (positive/negative):,0.7924454212188721,0.20755456387996674,0.8289539813995361,0.17104604840278625,0.7783888578414917,0.2216111570596695,0.029444502666592598,0.9705554842948914
159,sentence.7,level.8,1,great,The response was great,positive,1,TEST,Sentence: The response was great. Sentiment (positive/negative):,0.8117459416389465,0.1882539987564087,0.8341368436813354,0.16586315631866455,0.7712841033935547,0.2287158966064453,0.7908125519752502,0.20918747782707214
160,sentence.7,level.8,2,impressive,The response was impressive,positive,1,TEST,Sentence: The response was impressive. Sentiment (positive/negative):,0.745574951171875,0.2544250190258026,0.7539538145065308,0.24604615569114685,0.7276157140731812,0.27238428592681885,0.3489137291908264,0.6510862708091736
161,sentence.7,level.8,3,strong,The response was strong,positive,1,TEST,Sentence: The response was strong. Sentiment (positive/negative):,0.6953735947608948,0.3046264052391052,0.7245049476623535,0.2754950523376465,0.6979692578315735,0.30203068256378174,0.01052655279636383,0.9894734025001526
162,sentence.7,level.9,1,excellent,The response was excellent,positive,1,TEST,Sentence: The response was excellent. Sentiment (positive/negative):,0.7825897932052612,0.21741020679473877,0.8028551340103149,0.1971447914838791,0.7468954920768738,0.2531045079231262,0.47765979170799255,0.5223401784896851
163,sentence.7,level.9,2,fantastic,The response was fantastic,positive,1,TEST,Sentence: The response was fantastic. Sentiment (positive/negative):,0.8325027823448181,0.1674972027540207,0.8424443602561951,0.15755563974380493,0.7884101271629333,0.21158985793590546,0.9383905529975891,0.061609480530023575
164,sentence.7,level.9,3,outstanding,The response was outstanding,positive,1,TEST,Sentence: The response was outstanding. Sentiment (positive/negative):,0.7248063683509827,0.27519363164901733,0.7769721746444702,0.22302785515785217,0.700177788734436,0.29982224106788635,0.1064457893371582,0.893554151058197
165,sentence.7,level.10,1,exceptional,The response was exceptional,positive,1,TEST,Sentence: The response was exceptional. Sentiment (positive/negative):,0.7577971816062927,0.24220283329486847,0.7874872088432312,0.2125127762556076,0.7453665137290955,0.25463348627090454,0.040595974773168564,0.9594040513038635
166,sentence.7,level.10,2,remarkable,The response was remarkable,positive,1,TEST,Sentence: The response was remarkable. Sentiment (positive/negative):,0.7068074345588684,0.293192595243454,0.7285763621330261,0.27142366766929626,0.6999855637550354,0.300014466047287,0.3667376637458801,0.6332623362541199
167,sentence.7,level.10,3,superb,The response was superb,positive,1,TEST,Sentence: The response was superb. Sentiment (positive/negative):,0.8025797009468079,0.19742026925086975,0.8325070142745972,0.16749295592308044,0.7612613439559937,0.23873873054981232,0.017304357141256332,0.9826955795288086
